chr	start	end	eigen	domain
chr3	173682210	173782209	1.21999291858029	closed
chr3	173782210	173882209	1.20802051542979	closed
chr3	173882210	173982209	1.21204227194888	closed
chr3	173982210	174082209	1.18258255917044	closed
chr3	174082210	174182209	1.18210175033852	closed
chr3	174182210	174282209	1.17871050983604	closed
chr3	174282210	174382209	1.13922541857908	closed
chr3	174382210	174482209	1.14009368846982	closed
chr3	174482210	174582209	1.13161765823995	closed
chr3	174582210	174682209	1.13678201978542	closed
chr3	174682210	174782209	1.14612922801278	closed
chr3	174782210	174882209	1.12831484335864	closed
chr3	174882210	174982209	1.08297106895523	closed
chr3	174982210	175082209	0.982521076203839	closed
chr3	175082210	175182209	0.734309506224889	closed
chr3	175182210	175282210	0.470222421389821	closed
chr3	175282211	175382210	0.356948992377948	closed
chr3	175382211	175482211	0.345636544192763	closed
chr3	175482212	175582211	0.550058420049907	closed
chr3	175582212	175682211	0.807350123465593	closed
chr3	175682212	175782211	0.930908249117999	closed
chr3	175782212	175882211	1.00076473484591	closed
chr3	175882212	175982211	1.05644139904112	closed
chr3	175982212	176082211	1.10007357395427	closed
chr3	176082212	176182211	1.14244001812341	closed
chr3	176182212	176282211	1.2044550721771	closed
chr3	176282212	176382211	1.21054389204427	closed
chr3	176382212	176482211	1.1899765050605	closed
chr3	176482212	176582211	1.17591654304706	closed
chr3	176582212	176682211	1.15068235745194	closed
chr3	176682212	176782211	1.0833986717632	closed
chr3	176782212	176882211	0.979883709502564	closed
chr3	176882212	176982211	0.690441173079427	closed
chr3	176982212	177082211	0.252393915467417	closed
chr3	177082212	177182211	-0.0499445274972741	open
chr3	177182212	177282211	-0.323925995196837	open
chr3	177282212	177382211	-0.328864793371343	open
chr3	177382212	177482211	-0.108003418507667	open
chr3	177482212	177582211	0.0643002408684273	closed
chr3	177582212	177682211	0.283083666748694	closed
chr3	177682212	177782211	0.470886314901148	closed
chr3	177782212	177882211	0.635267499756265	closed
chr3	177882212	177982211	0.801352840774363	closed
chr3	177982212	178082211	0.948677177341309	closed
chr3	178082212	178182211	1.03196024916388	closed
chr3	178182212	178282211	1.02447837278016	closed
chr3	178282212	178382211	0.771134947449428	closed
chr3	178382212	178482211	0.386384856078239	closed
chr3	178482212	178582211	0.0797931507002037	closed
chr3	178582212	178682211	-0.157518247662875	open
chr3	178682212	178782211	-0.126145074001908	open
chr3	178782212	178882211	0.00674399412962467	closed
chr3	178882212	178982211	-0.133765938310989	open
chr3	178982212	179082211	-0.301262444738653	open
chr3	179082212	179182211	-0.526182642004841	open
chr3	179182212	179282211	-0.752878876206221	open
chr3	179282212	179382211	-0.711547636700862	open
chr3	179382212	179482211	-0.625677105646951	open
chr3	179482212	179582211	-0.616538032224382	open
chr3	179582212	179682211	-0.477391364811036	open
chr3	179682212	179782211	-0.355938644113861	open
chr3	179782212	179882211	-0.351675549301788	open
chr3	179882212	179982211	-0.193974194894	open
chr3	179982212	180082211	-0.0920728398396243	open
chr3	180082212	180182211	-0.0622799532754454	open
chr3	180182212	180282211	-0.0178345125491052	open
chr3	180282212	180382211	0.0575596916526165	closed
chr3	180382212	180482211	0.122123977798895	closed
chr3	180482212	180582211	0.160390809937738	closed
chr3	180582212	180682211	0.414554368626524	closed
chr3	180682212	180782211	0.572267074173405	closed
chr3	180782212	180882211	0.489046128258295	closed
chr3	180882212	180982211	0.618637209910118	closed
chr3	180982212	181082211	0.665063225106208	closed
chr3	181082212	181182211	0.692028050064405	closed
chr3	181182212	181282211	0.914102832794946	closed
chr3	181282212	181382211	1.03685852260932	closed
chr3	181382212	181482211	1.07583494351634	closed
chr3	181482212	181582211	1.07679217284299	closed
chr3	181582212	181682211	0.974595745946021	closed
chr3	181682212	181782211	0.786810504901562	closed
chr3	181782212	181882211	0.53456259076022	closed
chr3	181882212	181982211	0.46674961609062	closed
chr3	181982212	182082211	0.543552663415548	closed
chr3	182082212	182182211	0.637093550954617	closed
chr3	182182212	182282211	0.814036430148434	closed
chr3	182282212	182382211	0.859296209061344	closed
chr3	182382212	182482211	0.808545691651955	closed
chr3	182482212	182582211	0.73640539968514	closed
chr3	182582212	182682211	0.425540737928366	closed
chr3	182682212	182782211	-0.0462630756151652	open
chr3	182782212	182882211	-0.514049948953277	open
chr3	182882212	182982211	-0.938262457345273	open
chr3	182982212	183082211	-1.14007138062508	open
chr3	183082212	183182211	-1.11528069354078	open
chr3	183182212	183282211	-1.03821802060546	open
chr3	183282212	183382211	-1.03508982285689	open
chr3	183382212	183482211	-1.1565292342768	open
chr3	183482212	183582211	-1.30828427038611	open
chr3	183582212	183682211	-1.48165678201319	open
chr3	183682212	183782211	-1.61460003529648	open
chr3	183782212	183882211	-1.6089097580008	open
chr3	183882212	183982211	-1.64332925696516	open
chr3	183982212	184082211	-1.71213166079442	open
chr3	184082212	184182211	-1.74416439772412	open
chr3	184182212	184282211	-1.83572193715562	open
chr3	184282212	184382211	-1.82242435461574	open
chr3	184382212	184482211	-1.71250512056031	open
chr3	184482212	184582211	-1.65561679426117	open
chr3	184582212	184682211	-1.57355771010359	open
chr3	184682212	184782211	-1.59543701426455	open
chr3	184782212	184882211	-1.64006588673364	open
chr3	184882212	184982211	-1.6023132931128	open
chr3	184982212	185082211	-1.51280045224042	open
chr3	185082212	185182211	-1.48155801508514	open
chr3	185182212	185282211	-1.52713445932553	open
chr3	185282212	185382211	-1.61672452215701	open
chr3	185382212	185482211	-1.78391654954687	open
chr3	185482212	185582211	-1.80810652881878	open
chr3	185582212	185682211	-1.69284456202038	open
chr3	185682212	185782211	-1.57927295778253	open
chr3	185782212	185882211	-1.46600406985741	open
chr3	185882212	185982210	-1.34736645376824	open
chr3	185982211	186082210	-1.34509967062582	open
chr3	186082211	186182210	-1.31650829141584	open
chr3	186182211	186282210	-1.19038165958467	open
chr3	186282211	186382210	-1.18002645987936	open
chr3	186382211	186482210	-1.20567384040476	open
chr3	186482211	186582210	-1.19755710715001	open
chr3	186582211	186682210	-1.23149295028952	open
chr3	186682211	186782210	-1.24720464192584	open
chr3	186782211	186882210	-1.21643013638251	open
chr3	186882211	186982211	-1.31597435357015	open
chr3	186982212	187082211	-1.27313113953923	open
chr3	187082212	187182211	-1.04196880519404	open
chr3	187182212	187282211	-0.748628531767933	open
chr3	187282212	187382211	-0.319827284902225	open
chr3	187382212	187482211	-0.0233335036485805	open
chr3	187482212	187582211	0.0558992673007643	closed
chr3	187582212	187682211	0.0520070561626458	closed
chr3	187682212	187782211	-0.0652897309715465	open
chr3	187782212	187882211	-0.170934582349677	open
chr3	187882212	187982211	-0.161038117120446	open
chr3	187982212	188082211	-0.0791746588440509	open
chr3	188082212	188182211	0.0647045096498951	closed
chr3	188182212	188282211	0.152770649876023	closed
chr3	188282212	188382211	0.153998893310687	closed
chr3	188382212	188482211	0.195451634288375	closed
chr3	188482212	188582211	0.233038558897709	closed
chr3	188582212	188682211	0.280224888933217	closed
chr3	188682212	188782211	0.379755187199698	closed
chr3	188782212	188882211	0.381015080378695	closed
chr3	188882212	188982210	0.395882842307348	closed
chr3	188982211	189082210	0.402202843042821	closed
chr3	189082211	189182210	0.302800881181141	closed
chr3	189182211	189282210	0.0701822133575301	closed
chr3	189282211	189382210	-0.17644021426616	open
chr3	189382211	189482210	-0.432688535908451	open
chr3	189482211	189582210	-0.658610700466132	open
chr3	189582211	189682210	-0.693440908131295	open
chr3	189682211	189782210	-0.668191656178556	open
chr3	189782211	189882210	-0.504941786876402	open
chr3	189882211	189982210	-0.262939048825125	open
chr3	189982211	190082210	-0.0729145169169073	open
chr3	190082211	190182210	0.0820552871262895	closed
chr3	190182211	190282210	0.171556021589691	closed
chr3	190282211	190382210	0.281398916059543	closed
chr3	190382211	190482210	0.475676453982224	closed
chr3	190482211	190582210	0.682849486468372	closed
chr3	190582211	190682210	0.869251083479245	closed
chr3	190682211	190782210	0.982405745915437	closed
chr3	190782211	190882210	1.03838189337679	closed
chr3	190882211	190982210	1.01114318741248	closed
chr3	190982211	191082210	0.889373605819317	closed
chr3	191082211	191182210	0.57934482321883	closed
chr3	191182211	191282210	0.166507238750479	closed
chr3	191282211	191382210	0.0689220684764929	closed
chr3	191382211	191482210	0.138013113002424	closed
chr3	191482211	191582210	0.442612714233307	closed
chr3	191582211	191682210	0.854836878663382	closed
chr3	191682211	191782210	0.973310112396747	closed
chr3	191782211	191882210	0.953492034106152	closed
chr3	191882211	191982210	0.811114736349286	closed
chr3	191982211	192082210	0.63522622494481	closed
chr3	192082211	192182210	0.614379069178363	closed
chr3	192182211	192282210	0.658531891105265	closed
chr3	192282211	192382210	0.730984844372233	closed
chr3	192382211	192482210	0.841504151796641	closed
chr3	192482211	192582210	0.841879705353735	closed
chr3	192582211	192682210	0.829848460136791	closed
chr3	192682211	192782210	0.576947052602141	closed
chr3	192782211	192882210	0.347025223698323	closed
chr3	192882211	192982210	0.250007980451175	closed
chr3	192982211	193082210	0.230993406331531	closed
chr3	193082211	193182210	0.544054306246605	closed
chr3	193182211	193282210	0.806620412664769	closed
chr3	193282211	193382210	0.854229106101506	closed
chr3	193382211	193482210	0.752595454133998	closed
chr3	193482211	193582210	0.263983973984213	closed
chr3	193582211	193682210	-0.189549695444828	open
chr3	193682211	193782210	-0.567330160065363	open
chr3	193782211	193882210	-0.854928073081458	open
chr3	193882211	193982210	-0.829010873793667	open
chr3	193982211	194082210	-0.838198212472646	open
chr3	194082211	194182210	-0.844200354270238	open
chr3	194182211	194282210	-0.919692106289344	open
chr3	194379271	194479270	-1.26917646404732	open
chr3	194479271	194579270	-1.47540791781513	open
chr3	194579271	194679270	-1.57471339656622	open
chr3	194679271	194779270	-1.49410019221302	open
chr3	194779271	194879270	-1.3953649210871	open
chr3	194879271	194979270	-1.33170501871415	open
chr3	194979271	195079270	-1.3940963826259	open
chr3	195079271	195179270	-1.47229535325279	open
chr3	195179271	195279270	-1.58000919150597	open
chr3	195279271	195379270	-1.68697057949396	open
chr3	195379271	195478363	-1.66392946782703	open
chr3	195573129	195673128	-1.74066457724898	open
chr3	195673129	195773128	-1.68450788355991	open
chr3	195773129	195873128	-1.76406296007101	open
chr3	195873129	195973128	-1.72631616577144	open
chr3	195973129	196073128	-1.70259464775726	open
chr3	196073129	196173128	-1.67939934313187	open
chr3	196173129	196273128	-1.61130397994082	open
chr3	196273129	196373128	-1.6519463639382	open
chr3	196373129	196473128	-1.55973790763966	open
chr3	196473129	196573128	-1.58216034292788	open
chr3	196573129	196673128	-1.55956533129826	open
chr3	196673129	196773128	-1.51593149110989	open
chr3	196773129	196873128	-1.53731445928964	open
chr3	196873129	196973128	-1.50107472089261	open
chr3	196973129	197073128	-1.49357194920693	open
chr3	197073129	197173128	-1.46556740549671	open
chr3	197173129	197273128	-1.48127073152774	open
chr3	197273129	197373128	-1.49832719628947	open
chr3	197373129	197473128	-1.49290297639093	open
chr3	197473129	197573128	-1.53869299622685	open
chr3	197573129	197673128	-1.61849436776933	open
chr3	197673129	197773128	-1.7211030340483	open
chr3	197773129	197873128	-1.75799880313265	open
chr3	197873129	197973128	-1.60809740898074	open
chr3	197973129	198073128	-1.30500777758458	open
chr3	198073129	198173128	-0.72393367155822	open
chr4	100113	206210	-0.329520734020567	open
chr4	206211	306210	-0.469905542659891	open
chr4	306211	406210	-0.736365113792845	open
chr4	406211	506210	-0.764879108396378	open
chr4	506211	606210	-1.01681297754661	open
chr4	606211	706210	-1.17809487535886	open
chr4	706211	806211	-1.19795512821455	open
chr4	806212	906211	-1.440023802119	open
chr4	906212	1006211	-1.41948701550674	open
chr4	1006212	1106211	-1.42304444084391	open
chr4	1106212	1206211	-1.55729398740215	open
chr4	1206212	1306211	-1.4215606438489	open
chr4	1306212	1406211	-1.25531478982828	open
chr4	1498273	1598272	-0.953224146770809	open
chr4	1598273	1698272	-1.13621923157233	open
chr4	1698273	1798272	-1.50838702475612	open
chr4	1798273	1898272	-1.74343990508995	open
chr4	1898273	1998272	-1.79963847317178	open
chr4	1998273	2098272	-1.67706415401705	open
chr4	2098273	2198272	-1.58528553670845	open
chr4	2198273	2298272	-1.50366878202285	open
chr4	2298273	2398272	-1.63129643400281	open
chr4	2398273	2498272	-1.85271076678163	open
chr4	2498273	2598272	-1.91695553520986	open
chr4	2598273	2698272	-2.11789136564212	open
chr4	2698273	2798272	-2.18929908156354	open
chr4	2798273	2898272	-2.12460365473197	open
chr4	2898273	2998272	-2.18351856757792	open
chr4	2998273	3098272	-2.10757323748173	open
chr4	3098273	3198272	-1.96219553492831	open
chr4	3198273	3298272	-1.90685688576475	open
chr4	3298273	3398272	-1.75868525088031	open
chr4	3398273	3498272	-1.59854388064558	open
chr4	3498273	3598272	-1.39304965866202	open
chr4	3598273	3698272	-1.15313885589837	open
chr4	3698273	3798272	-0.982242904944731	open
chr4	3798273	3898272	-1.0099063219635	open
chr4	3898273	3998272	-1.04530677467463	open
chr4	3998273	4098272	-1.07755951618644	open
chr4	4098273	4198272	-1.2740333865336	open
chr4	4198273	4298272	-1.26738802710614	open
chr4	4298273	4398272	-1.37722343696373	open
chr4	4398273	4498272	-1.63717947592061	open
chr4	4498273	4598272	-1.49331135100324	open
chr4	4598273	4698272	-1.34862904935076	open
chr4	4698273	4798272	-1.11639743401668	open
chr4	4798273	4898272	-0.695478277951167	open
chr4	4898273	4998272	-0.417617450661107	open
chr4	4998273	5098272	-0.134063490956702	open
chr4	5098273	5198272	0.0851696590155662	closed
chr4	5198273	5298272	0.23393994846132	closed
chr4	5298273	5398272	0.249993769302627	closed
chr4	5398273	5498272	0.149894904265531	closed
chr4	5498273	5598272	-0.0637628156028301	open
chr4	5598273	5698272	-0.337166095210919	open
chr4	5698273	5798272	-0.449313085721689	open
chr4	5798273	5898272	-0.582791484599941	open
chr4	5898273	5998272	-0.687182403389126	open
chr4	5998273	6098272	-0.970924784266235	open
chr4	6098273	6198272	-1.27563981170466	open
chr4	6198273	6298272	-1.38096156070796	open
chr4	6298273	6398272	-1.3405093932629	open
chr4	6398273	6498272	-1.13687586665736	open
chr4	6498273	6598272	-1.21733794425786	open
chr4	6598273	6698272	-1.49191885360289	open
chr4	6698273	6798272	-1.88437787948348	open
chr4	6798273	6898272	-2.20935753694626	open
chr4	6898273	6998272	-2.24867083950049	open
chr4	6998273	7098272	-1.9864327121638	open
chr4	7098273	7198272	-1.58854219347391	open
chr4	7198273	7298272	-1.11615719363717	open
chr4	7298273	7398272	-0.747950519845735	open
chr4	7398273	7498272	-0.580672068223932	open
chr4	7498273	7598272	-0.501018258983593	open
chr4	7598273	7698272	-0.641941660180542	open
chr4	7698273	7798272	-0.728735917155059	open
chr4	7798273	7898272	-0.885365720163014	open
chr4	7898273	7998272	-0.995650877770985	open
chr4	7998273	8098272	-1.11353838151985	open
chr4	8098273	8198272	-1.31555805310451	open
chr4	8198273	8298272	-1.35503269464593	open
chr4	8298273	8398272	-1.57298899178726	open
chr4	8398273	8498272	-1.42432561277733	open
chr4	8498273	8598272	-1.02589256957166	open
chr4	8598273	8698273	-0.698842708255089	open
chr4	8698274	8797477	-0.222522442597561	open
chr4	8898274	8998273	0.254335418224783	closed
chr4	8998274	9098273	0.342265625455058	closed
chr4	9098274	9198273	0.429397067488646	closed
chr4	9398274	9498355	0.391563061728042	closed
chr4	9498356	9598375	0.270593096505763	closed
chr4	9598376	9698375	0.022572924316049	closed
chr4	9698376	9798375	-0.250636962171057	open
chr4	9798376	9898375	-0.622600943231133	open
chr4	9898376	9998375	-0.928422254718163	open
chr4	9998376	10098375	-1.01143141160064	open
chr4	10098376	10198375	-0.870608143007478	open
chr4	10198376	10298375	-0.510980391637891	open
chr4	10298376	10398375	-0.382223202288221	open
chr4	10398376	10498375	-0.356696439280475	open
chr4	10498376	10598375	-0.781262935023082	open
chr4	10598376	10698375	-1.27675761801401	open
chr4	10698376	10798375	-1.42153451062432	open
chr4	10798376	10898375	-1.48660784882322	open
chr4	10898376	10998375	-1.25000446956966	open
chr4	10998376	11098375	-0.878945260637139	open
chr4	11098376	11198375	-0.634405943057466	open
chr4	11198376	11298375	-0.469861561508384	open
chr4	11298376	11398375	-0.4068052477241	open
chr4	11398376	11498375	-0.257120006043436	open
chr4	11498376	11598375	-0.0775794475053286	open
chr4	11598376	11698375	0.159533623998514	closed
chr4	11698376	11798375	0.540026751275333	closed
chr4	11798376	11898375	0.74997897494258	closed
chr4	11898376	11998375	0.872839849996519	closed
chr4	11998376	12098375	0.954921051778051	closed
chr4	12098376	12198375	0.994389330728653	closed
chr4	12198376	12298375	1.00383554705447	closed
chr4	12298376	12398375	1.01083921302154	closed
chr4	12398376	12498375	1.0020742115064	closed
chr4	12498376	12598375	0.829009458253509	closed
chr4	12598376	12698375	0.677718311011958	closed
chr4	12698376	12798375	0.545106637406134	closed
chr4	12798376	12898375	0.507642343852526	closed
chr4	12898376	12998375	0.583829348514814	closed
chr4	12998376	13098375	0.642820190609463	closed
chr4	13098376	13198375	0.636094944822482	closed
chr4	13198376	13298375	0.368804182726776	closed
chr4	13298376	13398375	-0.0791596359220173	open
chr4	13398376	13498375	-0.371541184942537	open
chr4	13498376	13598375	-0.627671038737653	open
chr4	13598376	13698375	-0.444450445073232	open
chr4	13698376	13798375	-0.0879042577332148	open
chr4	13798376	13898375	0.123526080148599	closed
chr4	13898376	13998375	0.336815947537124	closed
chr4	13998376	14098375	0.0934246150248061	closed
chr4	14098376	14198375	0.0560608393219899	closed
chr4	14198376	14298375	0.0632164283209526	closed
chr4	14298376	14398375	0.111967570307173	closed
chr4	14398376	14498375	0.348929526823312	closed
chr4	14498376	14598375	0.358358370628345	closed
chr4	14598376	14698375	0.162680870266379	closed
chr4	14698376	14798375	-0.228700487084627	open
chr4	14798376	14898375	-0.598566991906905	open
chr4	14898376	14998375	-0.943524918228938	open
chr4	14998376	15098375	-0.87336434701297	open
chr4	15098376	15198375	-0.60856629353006	open
chr4	15198376	15298375	-0.293822047289617	open
chr4	15298376	15398375	-0.0679938968450223	open
chr4	15398376	15498375	-0.181739137437749	open
chr4	15498376	15598376	-0.600823007844697	open
chr4	15598377	15698376	-1.02844251594879	open
chr4	15698377	15798376	-1.25234365695084	open
chr4	15798377	15898376	-1.25542368774206	open
chr4	15898377	15998376	-0.913885053818814	open
chr4	15998377	16098376	-0.690937294510919	open
chr4	16098377	16198376	-0.620349739245053	open
chr4	16198377	16298376	-0.373930824886955	open
chr4	16298377	16398376	-0.17222914417852	open
chr4	16398377	16498376	0.128805360285058	closed
chr4	16498377	16598376	0.46440160513665	closed
chr4	16598377	16698376	0.500281567369793	closed
chr4	16698377	16798376	0.467145102851644	closed
chr4	16798377	16898376	0.365632023987019	closed
chr4	16898377	16998376	0.230811879130449	closed
chr4	16998377	17098376	0.094234800527671	closed
chr4	17098377	17198376	-0.0015272747612569	open
chr4	17198377	17298376	-0.110382380543489	open
chr4	17298377	17398376	-0.167273182167548	open
chr4	17398377	17498376	-0.459950471619757	open
chr4	17498377	17598376	-0.673997643294875	open
chr4	17598377	17698376	-0.680011220985853	open
chr4	17698377	17798376	-0.95989732917368	open
chr4	17798377	17898376	-0.941329942025584	open
chr4	17898377	17998376	-0.964517019810857	open
chr4	17998377	18098376	-0.865651786915875	open
chr4	18098377	18198376	-0.459762626613696	open
chr4	18198377	18298376	-0.0786602944420652	open
chr4	18298377	18398376	0.34073411049806	closed
chr4	18398377	18498376	0.454714570177031	closed
chr4	18498377	18598376	0.525508089358138	closed
chr4	18598377	18698376	0.620176760223973	closed
chr4	18698377	18798376	0.663503218535799	closed
chr4	18798377	18898376	0.762075507127198	closed
chr4	18898377	18998376	0.805046862126422	closed
chr4	18998377	19098376	0.787725882981619	closed
chr4	19098377	19198376	0.756249422807438	closed
chr4	19198377	19298376	0.729881415896752	closed
chr4	19298377	19398376	0.771439424246542	closed
chr4	19398377	19498376	0.789491745296273	closed
chr4	19498377	19598376	0.831830741416451	closed
chr4	19598377	19698376	0.813979146643245	closed
chr4	19698377	19798376	0.791153081557735	closed
chr4	19798377	19898376	0.799696594910849	closed
chr4	19898377	19998376	0.779035105966549	closed
chr4	19998377	20098376	0.748529912055252	closed
chr4	20098377	20198376	0.693442403346038	closed
chr4	20198377	20298376	0.573423290611636	closed
chr4	20298377	20398376	0.456909559647419	closed
chr4	20398377	20498376	0.444628870950513	closed
chr4	20498377	20598376	0.347301710409659	closed
chr4	20598377	20698376	0.257458295159921	closed
chr4	20698377	20798376	0.334022430925227	closed
chr4	20798377	20898376	0.375817399208132	closed
chr4	20898377	20998376	0.513516491295652	closed
chr4	20998377	21098376	0.721084746490375	closed
chr4	21098377	21198376	0.753088057611926	closed
chr4	21198377	21298376	0.728659582694993	closed
chr4	21298377	21398376	0.694677413829285	closed
chr4	21398377	21498376	0.657739459279219	closed
chr4	21498377	21598376	0.654669552053933	closed
chr4	21598377	21698376	0.573009382493145	closed
chr4	21698377	21798376	0.533988148675814	closed
chr4	21798377	21898376	0.515544480272504	closed
chr4	21898377	21998376	0.488315258113003	closed
chr4	21998377	22098376	0.569772307201552	closed
chr4	22098377	22198376	0.602924960726902	closed
chr4	22198377	22298376	0.510896784586639	closed
chr4	22298377	22398376	0.148413445322284	closed
chr4	22398377	22498376	-0.146882238454105	open
chr4	22498377	22598376	-0.31804550471773	open
chr4	22598377	22698376	-0.319706875401347	open
chr4	22698377	22798376	0.00886941137206015	closed
chr4	22798377	22898376	0.298715089578191	closed
chr4	22898377	22998376	0.495250924997986	closed
chr4	22998377	23098376	0.575638118773175	closed
chr4	23098377	23198376	0.58064225783226	closed
chr4	23198377	23298376	0.422126188141731	closed
chr4	23298377	23398376	0.424811000469126	closed
chr4	23398377	23498376	0.506881907308585	closed
chr4	23498377	23598376	0.556444600077505	closed
chr4	23598377	23698376	0.693255726346882	closed
chr4	23698377	23798376	0.656856542210092	closed
chr4	23798377	23898376	0.55561153772034	closed
chr4	23898377	23998376	0.50307477396924	closed
chr4	23998377	24098376	0.511386325191205	closed
chr4	24098377	24198376	0.468700508668936	closed
chr4	24198377	24298376	0.432054703733947	closed
chr4	24298377	24398376	0.266928079659524	closed
chr4	24398377	24498376	-0.352169237929725	open
chr4	24498377	24598376	-0.586680182376299	open
chr4	24598377	24698376	-0.709230160130216	open
chr4	24698377	24798377	-0.741399193044305	open
chr4	24798378	24898377	-0.346596021425113	open
chr4	24898378	24998377	-0.303137494775304	open
chr4	24998378	25098377	-0.598794861350164	open
chr4	25098378	25198377	-1.02186196813389	open
chr4	25198378	25298377	-1.4560665376265	open
chr4	25298378	25398377	-1.59314978716911	open
chr4	25398378	25498377	-1.28794848840811	open
chr4	25498378	25598377	-0.834381119635342	open
chr4	25598378	25698377	-0.491817577637976	open
chr4	25698378	25798377	-0.625973798471134	open
chr4	25798378	25898377	-0.950392138221235	open
chr4	25898378	25998377	-1.23422035826053	open
chr4	25998378	26098377	-1.4765100130591	open
chr4	26098378	26198377	-1.44659107104173	open
chr4	26198378	26298377	-1.55992996831221	open
chr4	26298378	26398377	-1.45666672104708	open
chr4	26398378	26498377	-1.10766381104182	open
chr4	26498378	26598377	-0.847174941121362	open
chr4	26598378	26698377	-0.561614079004598	open
chr4	26698378	26798377	-0.763823538240877	open
chr4	26798378	26898377	-1.09193727484775	open
chr4	26898378	26998377	-1.10738749839271	open
chr4	26998378	27098377	-0.872241512713442	open
chr4	27098378	27198377	-0.345336824988483	open
chr4	27198378	27298377	0.14682684562353	closed
chr4	27298378	27398377	0.416183818641074	closed
chr4	27398378	27498377	0.521379749596379	closed
chr4	27498378	27598377	0.51475127331876	closed
chr4	27598378	27698377	0.46229013277792	closed
chr4	27698378	27798377	0.36049639776474	closed
chr4	27798378	27898377	0.346406317447994	closed
chr4	27898378	27998377	0.400275017691097	closed
chr4	27998378	28098377	0.519532230236622	closed
chr4	28098378	28198377	0.614222495193703	closed
chr4	28198378	28298377	0.640597344368487	closed
chr4	28298378	28398377	0.649504210353235	closed
chr4	28398378	28498377	0.638916300427446	closed
chr4	28498378	28598377	0.633127445193379	closed
chr4	28598378	28698377	0.63458178197627	closed
chr4	28698378	28798377	0.653052263089219	closed
chr4	28798378	28898377	0.671879727176856	closed
chr4	28898378	28998377	0.670287330355278	closed
chr4	28998378	29098377	0.679057810058961	closed
chr4	29098378	29198377	0.659314823634904	closed
chr4	29198378	29298377	0.636839192183676	closed
chr4	29298378	29398377	0.639680855995908	closed
chr4	29398378	29498377	0.545965541673041	closed
chr4	29498378	29598377	0.522902401734823	closed
chr4	29598378	29698377	0.51670234503147	closed
chr4	29698378	29798377	0.530341871258091	closed
chr4	29798378	29898377	0.593631428821444	closed
chr4	29898378	29998377	0.634055122594258	closed
chr4	29998378	30098377	0.634926338227937	closed
chr4	30098378	30198377	0.611612180735077	closed
chr4	30198378	30298377	0.570880318674067	closed
chr4	30298378	30398377	0.383378303624752	closed
chr4	30398378	30498377	0.34286357024616	closed
chr4	30498378	30598377	0.266389801285629	closed
chr4	30598378	30698377	0.220516901463627	closed
chr4	30698378	30798377	0.325571549032793	closed
chr4	30798378	30898377	0.292131523452208	closed
chr4	30898378	30998377	0.30222304132844	closed
chr4	30998378	31098377	0.340317555108201	closed
chr4	31098378	31198377	0.303807539296145	closed
chr4	31198378	31298377	0.308534893946993	closed
chr4	31298378	31398377	0.350734443667357	closed
chr4	31398378	31498377	0.421116592302174	closed
chr4	31498378	31598377	0.50051649725051	closed
chr4	31598378	31698377	0.534240090119976	closed
chr4	31698378	31798377	0.55981101313962	closed
chr4	31898378	31998377	0.588167905531355	closed
chr4	31998378	32098377	0.628254245058202	closed
chr4	32098378	32198377	0.65529624416552	closed
chr4	32198378	32298377	0.660527293720867	closed
chr4	32298378	32398377	0.639296230806923	closed
chr4	32398378	32498377	0.58998564934778	closed
chr4	32498378	32598377	0.55518171233922	closed
chr4	32598378	32698377	0.552269032181069	closed
chr4	32698378	32798377	0.523983123026949	closed
chr4	32898378	32998377	0.596399565682597	closed
chr4	32998378	33098377	0.552628702023684	closed
chr4	33098378	33198377	0.588850817336441	closed
chr4	33198378	33298377	0.57720239574974	closed
chr4	33298378	33398377	0.563847288181481	closed
chr4	33398378	33498377	0.629718029569641	closed
chr4	33498378	33598377	0.660609159386526	closed
chr4	33598378	33698377	0.633263654219073	closed
chr4	33698378	33798377	0.713759162151798	closed
chr4	33798378	33898377	0.683803633679564	closed
chr4	33898378	33998377	0.651712082419722	closed
chr4	33998378	34098377	0.684563863283473	closed
chr4	34098378	34198377	0.62717919500835	closed
chr4	34198378	34298377	0.670922304869844	closed
chr4	34298378	34398377	0.673575737959867	closed
chr4	34398378	34498377	0.695802221121238	closed
chr4	34498378	34598377	0.709776171525358	closed
chr4	34598378	34698377	0.652699268888266	closed
chr4	34698378	34798377	0.645658603283409	closed
chr4	34798378	34898377	0.605842325258871	closed
chr4	34898378	34998377	0.576494614866184	closed
chr4	34998378	35098377	0.572360165852807	closed
chr4	35098378	35198377	0.575553171263526	closed
chr4	35198378	35298377	0.603277340723946	closed
chr4	35298378	35398377	0.58503308466483	closed
chr4	35398378	35498377	0.578537001853261	closed
chr4	35498378	35598377	0.503629857433605	closed
chr4	35598378	35698377	0.390088571677946	closed
chr4	35698378	35798377	0.371672350445524	closed
chr4	35798378	35898377	0.244205370471614	closed
chr4	35898378	35998377	0.0088781109860854	closed
chr4	35998378	36098377	-0.360753026700381	open
chr4	36098378	36198377	-0.962978865301232	open
chr4	36198378	36298377	-1.33745584804359	open
chr4	36298378	36398377	-1.3506811824022	open
chr4	36398378	36498377	-1.24057812676848	open
chr4	36498378	36598377	-0.972794591820849	open
chr4	36598378	36698377	-0.682853613429449	open
chr4	36698378	36798377	-0.570999422159797	open
chr4	36798378	36898377	-0.392253515408128	open
chr4	36898378	36998377	-0.150352859267851	open
chr4	36998378	37098377	-0.0492485603961376	open
